,LocationID,Latitude,Longitude,Risk Band
2914,391165,22.6922,73.9032,Critical
9328,416116,16.7108591,74.4300295,Critical
5288,561208,13.6536203999999,77.5105491,Critical
4468,422003,20.07853,74.1048596,Critical
1508,591304,16.6599304,74.9999588,Critical
7294,453111,22.829885,75.793831,Critical
18257,625003,9.8992778,78.0961667,Critical
9817,636102,11.598,78.595,Critical
7044,325220,24.55,77.05,Critical
7851,444709,20.92,78.14,Critical
18576,641017,11.0942849,76.9302883,Critical
11654,641022,11.101868,76.9537677,Critical
7926,442702,19.5524796,79.4872619,Critical
13035,721401,21.810701,81.659262,Critical
9419,444601,20.92,77.7699999999999,Critical
12021,629165,8.3,77.22,Critical
11647,641110,11.1190088,76.979451,Critical
18844,516115,14.197575,79.16001,Critical
4291,423701,19.8951788,75.1661952,Critical
8003,442104,20.8365152,78.7093476,Critical
14093,515411,14.91,78.0,Critical
18102,444603,20.9298611,77.7523056,Critical
15769,768003,21.47875,83.9564444,Critical
15434,518301,15.63316667,77.27386111,Critical
1437,583102,15.1336581,76.8888313,Critical
19539,444605,20.9400833,77.7398611,Critical
6241,759100,21.120275,85.14614,Critical
19053,509103,16.3646111,78.06475,Critical
15420,500083,17.4871454711105,78.6014765915028,Critical
5468,572118,13.3060564,77.0877276,Critical
18823,500006,17.36888,78.456528,Critical
16146,695015,8.56,76.93,Critical
7693,416410,17.0348056,74.6018333,Critical
12140,623504,9.38,78.87,Critical
11860,636304,11.726677,78.021031,Critical
19611,636402,11.805207,77.822574,Critical
240,490025,21.210457,81.386681,Critical
14926,422210,20.080112,74.10982,Critical
4404,423102,20.4614982,74.1812392,Critical
15595,474003,26.232276,78.172692,Critical
751,521175,16.921602,80.046131,Critical
11868,636502,11.714504,78.987967,Critical
1081,500055,17.4983,78.4548,Critical
11740,635123,12.3399447,78.2784942,Critical
2542,360320,22.48341,70.072064,Critical
18515,412215,18.4963799999999,74.434714,Critical
18495,695004,8.52,76.94,Critical
4414,423106,20.306385,74.655931,Critical
11713,638455,11.437001,77.55856,Critical
18051,474004,26.230832,78.321936,Critical
12075,627859,8.9557,77.4094,Critical
13399,630211,10.1081231,78.6015738,Critical
13356,641604,11.082523,77.341809,Critical
16808,641036,10.975509,76.994727,Critical
8920,560037,12.972089,77.6943639999999,Critical
19267,500023,17.362417,78.486491,Critical
11118,276137,12.16681,77.10656,Critical
18575,641111,10.97541,77.028365,Critical
15418,500016,17.43936111,78.45775,Critical
4435,431712,19.48004,77.700946,Critical
12015,629152,8.18,77.38,Critical
6509,765033,19.18776,83.94696,Critical
9495,431010,19.849602,75.339004,Critical
13347,636401,11.789156,77.801005,Critical
15381,621601,10.8753333,78.8152222,Critical
9330,416104,16.6957309,74.6008396,Critical
5153,584102,16.3320465,77.5416334,Critical
17349,431115,20.0839,75.0055,Critical
11682,638311,11.680526,77.765942,Critical
18705,560102,12.9141099,77.6371517999999,Critical
13808,562130,12.85,77.44,Critical
17318,828203,23.795653,86.810109,Critical
9885,500001,17.2306,78.29121,Critical
16735,625562,10.053649,77.589709,Critical
8617,492013,21.14035,81.63389,Critical
306,496225,22.7592036,83.8844068,Critical
1067,500075,17.38471,78.320332,Critical
18698,831017,22.79716,86.24447,Critical
17713,500103,17.4881925964928,78.5732516222975,Critical
19336,361003,22.4855833,70.1354444,Critical
7954,441908,21.26474,79.725966,Critical
16716,625020,9.9067,78.1809,Critical
7566,474020,26.25469,78.283207,Critical
18140,422008,19.98615,73.7862,Critical
1690,584113,16.43,77.15,Critical
9589,757002,21.9380556,86.7261111,Critical
410,517520,13.584211,79.5261,Critical
15799,141125,13.592359,79.281759,Critical
15989,560010,12.9830369999999,77.560979,Critical
17893,560087,12.9413333,77.7465555999999,Critical
15176,458778,23.3747,76.2046,Critical
1129,515865,14.81,76.76,Critical
15084,462038,23.35,77.42,Critical
16673,632602,12.945357,78.862446,Critical
1537,591244,16.5629844,74.6487647,Critical
17712,500044,17.398312,78.505247,Critical
4245,422622,19.329392,74.352882,Critical
5139,453001,19.883768,75.325668,Critical
11856,636452,11.746572,77.792949,Critical
7948,441110,21.0100739999999,78.9435019999999,Critical
8042,414005,19.08,74.73,Critical
8099,411047,18.635523,73.958628,Critical
8159,412301,18.394229,73.953616,Critical
8936,560068,12.9069859,77.6308432999999,Critical
2910,394440,21.404728,73.3915,Critical
9487,422620,19.3226391234503,74.1707711813901,Critical
9923,518599,15.45125,78.419,Critical
9445,441304,21.4723889,78.531,Critical
11791,643211,11.57,76.56,Critical
13993,522018,16.377299,80.394395,Critical
13353,635807,12.729761,78.677258,Critical
18010,695018,8.4710278,76.98,Critical
18577,641017,11.0942849,76.9302883,Critical
11113,276125,12.16681,77.10656,Critical
11979,624709,10.49,77.98,Critical
12518,621703,10.89,78.9,Critical
19410,560045,13.0325833,77.6208055999999,Critical
7687,416311,17.03,74.6,Critical
12387,614602,10.39,79.25,Critical
12335,612501,11.02,79.37,Critical
14693,695006,8.5,77.01,Critical
19409,560071,12.1669167,77.1099722,Critical
17352,431132,20.254097,75.768989,Critical
11124,276207,12.16681,77.10656,Critical
10683,205262,24.423184,79.165077,Critical
1418,591125,15.82,74.67,Critical
703,523225,15.460314,79.866784,Critical
783,506371,18.0745865,79.4583403,Critical
14089,501401,17.3643,78.4866,Critical
16895,639112,10.898,78.4609167,Critical
12199,627010,8.699215,77.588286,Critical
16350,626204,9.42,77.97,Critical
17569,606103,11.46,79.49,Critical
17548,612702,10.95,79.35,Critical
4418,422209,20.080115,74.109817,Critical
1532,591311,16.6452961,74.9077512,Critical
15421,500083,17.4871454711105,78.6014765915028,Critical
9831,612002,10.9681667,79.3725556,Critical
9887,500064,17.357334,78.455453,Critical
10831,230502,21.4548,81.3654,Critical
991,502291,17.690826,77.984512,Critical
1640,585221,16.75,77.13,Critical
1594,591224,16.2455155,74.9440291,Critical
11687,638314,11.577654,77.688413,Critical
4010,829107,23.36,85.87505,Critical
11704,638009,11.302842,77.69891,Critical
15713,424101,20.456822,75.003054,Critical
9819,641601,11.1078889,77.3409444,Critical
1005,508374,17.002365,79.5780833,Critical
2758,394720,20.5499439,74.528743,Critical
9480,410511,19.198702,73.926532,Critical
9442,441904,21.1771944,79.6538889,Critical
16398,614620,10.84,78.82,Critical
16720,625014,10.02156,78.142903,Critical
16812,641030,11.044519,76.94112,Critical
11708,638503,11.530612,77.301046,Critical
1163,517280,13.5698,78.669,Critical
4091,822124,24.2217,83.87778,Critical
4405,423202,20.5822899,74.43555,Critical
4420,423208,20.5499449,74.528742,Critical
4458,422202,20.2017969,73.8307798,Critical
4422,422304,20.080114,74.109818,Critical
11707,638503,11.530612,77.301046,Critical
16034,571116,11.98916667,76.35025,Critical
13366,629176,8.2605,77.1431944,Critical
18127,412110,18.5258056,74.044,Critical
17636,363001,22.724768,71.627375,Critical
13358,624211,10.2090833,77.7625833,Critical
18630,361142,22.4855833,70.1354444,Critical
8009,445201,20.3475833,77.8628611,Critical
17530,625402,9.964581,78.06662,Critical
241,490025,21.210457,81.386681,Critical
7696,416415,16.91,74.52,Critical
7984,441305,21.361822,78.45317,Critical
18516,412215,18.4963799999999,74.434714,Critical
18266,627353,8.760123,77.746352,Critical
7863,444801,20.94,77.63,Critical
7852,444902,21.05,78.01,Critical
18255,627856,8.9941,77.3767,Critical
18629,361009,22.4935185,70.0471576,Critical
18052,474008,26.230832,78.321936,Critical
8887,829113,23.766724,85.916686,Critical
11885,635801,12.664626,78.548928,Critical
12513,613204,10.92,79.15,Critical
12453,621202,10.93,78.52,Critical
11603,606751,12.4346,79.0981,Critical
11969,624303,10.32,77.89,Critical
12112,623135,9.12,78.42,Critical
7794,421403,20.0771,75.0291,Critical
18050,474015,26.230832,78.321936,Critical
17331,562107,12.8,77.8,Critical
11883,635813,12.876411,78.83619,Critical
979,502307,17.55909,78.223165,Critical
9930,518501,15.6251111,77.2736111,Critical
2936,391240,22.78,73.32,Critical
9520,422206,20.07853,74.1048596,Critical
8716,363351,22.7248610999999,71.6273056,Critical
17903,560088,13.1339989999999,77.478801,Critical
4551,431510,19.72857,76.7891699999999,Critical
4416,423212,20.5499429,74.528744,Critical
2539,360450,21.752197,70.710156,Critical
12421,614619,9.96,79.19,Critical
12152,630204,10.05,78.61,Critical
16410,621114,11.09,78.72,Critical
17722,518442,15.83913889,78.49272222,Critical
1176,516203,14.6848915,78.7860593,Critical
7960,441809,20.941343,79.933261,Critical
18104,444304,20.8505278,76.5601944,Critical
15707,413713,19.5841251990079,74.4692666329344,Critical
16153,695513,8.3090599,77.0866031,Critical
16001,587331,16.554681,75.165842,Critical
1610,585102,17.3,76.73,Critical
1516,591234,16.7622524,74.9046858,Critical
15996,562121,12.6082778,77.5274167,Critical
1047,506122,17.833617,79.787551,Critical
16849,623514,9.472083,78.89345900000001,Critical
12512,613203,10.88,79.07,Critical
7999,442106,20.5499499,74.528737,Critical
9920,516150,14.2696666,79.1059709,Critical
18130,413303,17.84343,75.40899,Critical
9864,509152,15.881246,78.135399,Critical
11972,624401,10.35,78.3,Critical
4403,423201,20.53695,74.45655,Critical
11126,276140,12.16681,77.10656,Critical
12468,621206,11.07,78.56,Critical
10138,495001,22.0648,82.13538,Critical
12077,627861,8.9234,77.471,Critical
11116,276201,12.16681,77.10656,Critical
12527,621706,10.9,78.91,Critical
7295,453111,22.829885,75.793831,Critical
1438,583102,15.1336581,76.8888313,Critical
14056,502381,17.969246,78.097316,Critical
13387,625001,9.9120278,78.11325,Critical
17319,828203,23.795653,86.810109,Critical
17709,500060,17.373441,78.53534,Critical
7560,475685,25.762313,78.298864,Critical
15614,416007,16.6602212,74.2100451,Critical
11887,635754,12.698626,78.622445,Critical
17353,431132,20.254097,75.768989,Critical
13416,628809,8.6620555,77.82875,Critical
12076,627861,8.9234,77.471,Critical
15435,518301,15.63316667,77.27386111,Critical
16351,626204,9.42,77.97,Critical
10847,230137,21.012456,81.21456,Critical
13457,622422,10.34,78.8,Critical
6242,759100,21.120275,85.14614,Critical
10827,230201,21.05567,81.36262,Critical
10825,230125,21.25444,81.454654,Critical
11646,641062,11.0532816,77.0724216,Critical
17500,635814,12.754791,78.695934,Critical
12560,606203,11.65,79.1,Critical
13838,591242,16.5723336,74.756437,Critical
378,516293,14.5757882,78.7384084,Critical
17350,431115,20.0839,75.0055,Critical
15662,444810,21.3378056,77.6792222,Critical
1822,502032,17.467539,78.282811,Critical
17705,500066,17.368344,78.470764,Critical
5154,584102,16.3320465,77.5416334,Critical
16147,695015,8.56,76.93,Critical
18985,452015,22.44,75.51,Critical
9253,462043,23.1917778,77.4799722,Critical
8962,583114,15.7918864,76.9908382,Critical
13931,361007,22.49,70.08,Critical
7901,444306,20.700141,76.567906,Critical
16417,613105,10.84,78.89,Critical
8027,445306,19.9908,78.3394,Critical
199,495668,21.868432,82.707735,Critical
15596,474003,26.232276,78.172692,Critical
17561,621007,11.05,78.72,Critical
8946,560096,13.011426,77.5358769999999,Critical
13923,364765,21.966894,71.614947,Critical
615,522412,16.9384,80.0499,Critical
16425,621218,10.85,78.8,Critical
15218,416305,16.86,74.56,Critical
1598,591310,16.3219172,75.1174341,Critical
12552,639115,10.8945558,78.5324549,Critical
1247,518502,15.47,78.45,Critical
16449,276303,12.16681,77.10656,Critical
13415,628656,8.3374722,77.9333889,Critical
248,490042,21.206926,81.580207,Critical
18048,452006,22.7263333,75.8456944,Critical
12239,626134,9.39,78.02,Critical
234,491001,21.263342,81.265649,Critical
16672,635802,12.785572,78.706452,Critical
9327,416105,16.7031852,74.687228,Critical
8888,829127,23.766931,85.933366,Critical
9302,474011,26.230832,78.321936,Critical
1509,591304,16.6599304,74.9999588,Critical
14055,502381,17.969246,78.097316,Critical
12797,743613,22.414,88.475,Critical
15791,160036,30.7345833,76.7523611,Critical
6160,752032,19.5577766,85.2451683,Critical
7091,304502,24.578363,72.501626,Critical
19058,805110,24.887,85.5350278,Critical
13508,211011,25.46286,81.79511,Critical
18566,221008,25.281,83.119,Critical
97,821101,25.0585,83.562975,Critical
7326,454116,27.09441,76.324652,Critical
13509,211016,25.42847,81.81825,Critical
6902,305814,26.825388,74.856561,Critical
10790,223101,25.48,82.67,Critical
10729,212301,25.432048,81.836852,Critical
16361,639002,10.88,77.95,Critical
10875,221303,25.26,82.42,Critical
10136,821307,24.901389,84.183889,Critical
10732,212306,25.268641,82.034782,Critical
19309,821303,24.673642,84.007488,Critical
7145,313903,24.04,73.91,Critical
17779,804426,25.21617,84.74879,Critical
7065,325001,25.12,75.97,Critical
16275,221502,25.284023,82.226409,Critical
7148,313601,24.69,74.03,Critical
10742,211010,25.435801,81.846311,Critical
15378,636001,11.6542404,78.159627,Critical
15783,160062,30.9666111,76.7421111,Critical
6918,305204,26.38,74.34,Critical
7068,323802,25.660648,75.986961,Critical
10723,212111,25.3027,81.8117,Critical
10741,212305,25.437815,81.843551,Critical
11365,210206,25.451392,80.948442,Critical
10878,221105,25.37,82.91,Critical
15,811101,25.141694,85.862891,Critical
10862,232101,25.281,83.119,Critical
7056,325601,25.2899999999999,75.6099999999999,Critical
10737,212302,25.435801,81.846311,Critical
10866,232118,25.281,83.119,Critical
7022,326022,24.22006,76.211677,Critical
10893,221208,25.53,82.93,Critical
17427,212405,25.435801,81.846311,Critical
7092,304502,24.578363,72.501626,Critical
14214,805104,24.915549,85.590914,Critical
18293,211015,25.44064,81.78777,Critical
8379,341302,26.2575,73.7538,Critical
14223,802221,25.262314,84.247636,Critical
10242,229216,25.6,81.02,Critical
15792,160036,30.7345833,76.7523611,Critical
18244,636002,11.6530157,78.1415059,Critical
11774,637207,11.20482,78.029344,Critical
3997,828111,23.88175,86.7064,Critical
13321,638006,11.367387,77.745602,Critical
2273,493225,20.50045,81.70542,Critical
18029,678014,10.799571,76.642318,Critical
16180,678013,10.799571,76.642318,Critical
16359,639004,10.96,78.1,Critical
12296,639007,10.89,78.12,Critical
11785,638182,11.158395,78.028903,Critical
12789,700145,21.827,88.365,Critical
16182,678531,10.799571,76.642318,Critical
19068,678002,10.799571,76.642318,Critical
18531,577003,14.446827,75.944872,Critical
13038,721442,21.801887,87.820349,Critical
19047,721441,21.6492722,87.5284578,Critical
13037,721423,21.68447,87.605007,Critical
9278,464224,24.1833333,78.05,Critical
16682,641305,11.331596,76.960176,Critical
16627,635205,12.1664026,78.1668996,Critical
11775,637208,11.078133,77.924079,Critical
18234,638010,11.3639633,77.7848031,Critical
11933,641113,11.245146,76.879504,Critical
11932,641113,11.245146,76.879504,Critical
11813,642112,11.077,77.51845,Critical
11779,637209,11.3894554,77.8570253,Critical
13043,721453,21.739849,87.581763,Critical
13486,605756,11.9763056,79.1823611,Critical
12574,605754,11.97,79.14,Critical
16621,641019,11.1969066,76.9604066,Critical
1643,585355,16.55,77.16,Critical
14956,768039,20.8445677,82.7473267,Critical
13049,721450,21.763012,87.777563,Critical
13322,638006,11.367387,77.745602,Critical
11763,637202,11.363017,78.014779,Critical
1200,515621,14.351,77.348,Critical
16183,678102,10.799571,76.642318,Critical
12300,639114,10.93,78.18,Critical
9226,678501,10.799571,76.642318,Critical
15379,636001,11.6542404,78.159627,Critical
9229,678624,10.799571,76.642318,Critical
5259,573129,12.83,75.89,Critical
13461,621203,10.99,78.32,Critical
13749,721429,21.8972384,87.539438,Critical
10427,244712,29.275032,78.7872876,Critical
13048,721431,21.8882123,87.8966983,Critical
3562,843322,26.6601,85.58125,Critical
12863,734009,26.8031969,88.4041396,Critical
12877,735202,26.78,88.94,Critical
12884,735223,26.93,88.81,Critical
16528,736172,26.75,89.22,Critical
12879,735205,26.89,89.0,Critical
12880,735206,26.82,88.8,Critical
9264,461005,22.7389167,77.7142222,Critical
19170,735208,26.80014,89.45602,Critical
17016,735209,26.85,88.67,Critical
16543,735228,26.78,89.22,Critical
13060,721440,21.9513149,87.6075294,Critical
9546,756022,21.6746,87.1222,Critical
5950,756081,21.6535466,87.20525,Critical
16582,711205,21.7928,87.5178,Critical
15740,756162,20.93568,86.7976,Critical
13062,721452,21.8511749,87.6961606,Critical
3972,182101,32.9159847,75.141617299999,Critical
3601,841227,26.21991,84.35807,Critical
3224,176216,32.245198,76.30149,Critical
18331,248014,30.3718294,78.0253055,Critical
2194,784526,26.80805,91.8797,Critical
12872,735135,26.69,88.54,Critical
3247,176063,32.197161,76.370964,Critical
17875,182320,32.9408888,74.9548333,Critical
19148,262309,29.0698333,80.11275,Critical
3218,176022,32.146693,75.903384,Critical
13714,734003,26.7316944,88.4187778,Critical
12873,735224,26.62,88.84,Critical
13719,735203,26.75,89.05,Critical
10619,742303,23.9378,87.6178,Critical
5996,752116,19.9956199,86.0910575999999,Critical
12882,735220,26.64,89.25,Critical
17612,735219,26.67,88.81,Critical
13721,734503,27.04,88.87,Critical
13712,734423,26.7558333,88.2591666,Critical
16535,734008,26.9989,88.4186,Critical
12827,735217,26.6,89.44,Critical
13720,735213,26.69,89.19,Critical
16538,735216,26.63,89.17,Critical
18388,734002,26.7097222,88.4287778,Critical
5995,752118,19.964464,86.1830327,Critical
13708,734101,27.0536223,88.2621002,Critical
13715,734001,26.6981,88.4141,Critical
12852,734223,27.03,88.26,Critical
16542,735231,26.95,88.71,Critical
7213,321204,27.025374,88.25467,Critical
19670,736205,26.5384,88.90945,Critical
9813,602001,13.131862,79.9095294,Critical
19598,602003,13.12667,79.91882,Critical
11506,602002,13.0857942,79.9079369,Critical
13046,721430,21.935252,87.29099,Critical
11567,600055,13.14,80.033,Critical
13041,721426,21.976499,87.328627,Critical
11514,601103,13.2196186,80.0348241,Critical
13054,721444,22.025235,87.698334,Critical
19341,362226,21.18945,70.073399,Critical
16798,600043,12.9157222,79.9125833,Critical
18217,600068,13.1271389,79.9108889,Critical
13056,721451,22.0127931,87.3426014,Critical
13042,721467,22.130462,87.53464,Critical
9545,756001,21.495715,86.913343,Critical
9814,602001,13.131862,79.9095294,Critical
9560,751007,20.2797266,85.8524016,Critical
6118,757082,21.61283,86.9504983,Critical
5928,756056,21.5016866,86.9042416,Critical
5966,756125,21.1526849,86.7850966,Critical
13602,226020,26.871229,80.92997,Critical
6088,754102,20.2971741,86.0896006,Critical
3923,180002,32.758344,74.784144,Critical
18677,180015,32.692392,74.894569,Critical
16947,248002,30.2650833,78.0012778,Critical
3227,176215,32.2095278,76.3214444,Critical
8824,175021,31.611,76.9197778,Critical
8846,180003,32.68929,74.833106,Critical
3917,184120,32.554431,74.951565,Critical
3783,175024,31.63,76.73,Critical
2221,784505,26.90918,92.65265,Critical
8852,180005,32.7429444,74.8504444,Critical
10410,248008,30.3164,78.032,Critical
12917,737132,27.16,88.47,Critical
2207,784101,26.82735,92.78345,Critical
3919,181206,32.789011,74.7827,Critical
2204,784508,26.79298,92.3876,Critical
16944,248006,30.3271667,77.9948611,Critical
9773,180001,32.6984722,74.8575833,Critical
16230,249204,30.05007,78.242971,Critical
19076,737101,27.33225,88.6140278,Critical
15287,603102,12.5088,80.12641,Critical
15350,180004,32.6984722,74.8575833,Critical
15926,180016,32.733501,74.85158,Critical
2196,784510,26.83815,92.4406,Critical
8850,180007,32.759565,74.859485,Critical
3283,177001,31.6849,76.5024,Critical
3871,177204,31.80186,75.9809836,Critical
2220,784506,26.814375,92.5941149,Critical
3237,176052,32.146369,76.419067,Critical
17857,176044,31.6028,76.6939,Critical
2219,784178,26.84985,92.56785,Critical
17312,181224,32.761398,74.91072,Critical
19230,248012,30.3136,78.04045,Critical
3201,176031,31.875533,76.324355,Critical
18670,176062,32.1031389,76.5510278,Critical
3244,176095,31.91976,76.593386,Critical
14406,175026,31.77,76.65,Critical
8847,180003,32.68929,74.833106,Critical
12916,737106,27.24,88.66,Critical
17227,784522,26.6025301,91.8171969,Critical
15288,603102,12.5088,80.12641,Critical
3210,176209,32.091788,76.368793,Critical
19228,248145,30.3165,78.0032,Critical
12918,737132,27.16,88.47,Critical
17867,180020,32.69575,74.87556,Critical
3206,176001,32.082424,76.188517,Critical
8825,175007,31.7088611,76.9328611,Critical
10409,248140,30.3165,78.03218,Critical
10411,248008,30.3164,78.032,Critical
2201,784507,26.76984,92.27162,Critical
3784,175027,31.56,76.94,Critical
12908,737116,27.41,88.54,Critical
18330,248195,30.3445278,78.0333056,Critical
3209,176053,32.117154,75.895393,Critical
12906,737107,27.35,88.49,Critical
3211,176209,32.091788,76.368793,Critical
19373,176002,32.100477,76.307544,Critical
6869,144701,31.7829367,75.9898471,Critical
2189,784527,26.7651399999999,92.11853,Critical
3255,176107,32.430095,76.276875,Critical
17855,176057,32.198203,76.337492,Critical
3924,180002,32.758344,74.784144,Critical
15925,181124,32.750648,74.820327,Critical
15909,174013,31.4152,76.8276,Critical
3179,176308,32.63378,76.00292,Critical
3844,173025,30.4490343,77.6264509,Critical
10504,249001,30.476,78.239,Critical
18678,180015,32.692392,74.894569,Critical
8813,176115,32.0559167,76.6315556,Critical
5847,790114,27.0556839999999,92.3815938999999,Critical
10403,248197,30.3680436,77.8338693,Critical
15912,177005,31.7,76.5207,Critical
14313,176217,32.190467,76.252981,Critical
3916,184121,32.553009,75.110753,Critical
18450,177601,31.7127,76.679,Critical
17303,175019,31.57,76.91,Critical
3240,176076,32.002001,76.615277,Critical
8851,180007,32.759565,74.859485,Critical
2214,784501,26.7298,92.6739,Critical
3781,175025,31.79,76.73,Critical
14304,176306,32.57146,75.98171,Critical
3769,175036,31.56,76.931376,Critical
3228,176215,32.2095278,76.3214444,Critical
14405,175037,31.711,76.691,Critical
14170,783375,26.722535,90.410162,Critical
9594,752001,19.8024732,85.8199202,Critical
16597,600056,13.042,80.086,Critical
12868,735211,26.42,89.24,Critical
12866,735301,26.51,88.95,Critical
13276,607402,11.8092778,79.7379722,Critical
12856,734427,26.56315,88.17728,Critical
13121,721133,22.1167,87.2345,Critical
12837,736208,26.51,89.6,Critical
12354,609313,11.07,79.85,Critical
12860,734218,26.8821471999999,88.2788421,Critical
12871,735102,26.53,88.7,Critical
12355,609313,11.07,79.85,Critical
18278,609311,10.7603056,79.8465278,Critical
6121,757052,21.6730233,86.9837216,Critical
18277,609311,10.7603056,79.8465278,Critical
1330,833219,22.6988999999999,85.9329,Critical
16790,600122,13.0270278,80.1105833,Critical
9554,751014,20.2522778,85.8414722,Critical
11563,601204,13.37,80.189,Critical
13281,604303,12.1919167,79.9456667,Critical
16598,600056,13.042,80.086,Critical
5925,756048,21.2693117,86.4507087,Critical
18559,756060,21.4525716,86.8095566,Critical
11560,601202,13.383,79.951,Critical
16599,600077,13.057,80.083,Critical
11611,606803,13.2677,80.0503,Critical
11564,601204,13.37,80.189,Critical
11558,601206,13.34,80.102,Critical
11572,600124,13.052,80.077,Critical
6114,757083,21.6422466,86.7734983,Critical
13247,600018,13.2398508,80.1559328,Critical
16604,631702,12.7752,79.6805,Critical
16791,600122,13.0270278,80.1105833,Critical
11612,606803,13.2677,80.0503,Critical
11571,600123,13.02,80.026,Critical
14764,757027,21.6413633,86.7297283,Critical
5938,756041,21.5245467,86.735167,Critical
18152,751006,20.2565278,85.846,Critical
13296,600133,12.952859,80.0420057,Critical
2199,784115,26.6547373,92.20243,Critical
8849,180011,32.672471,74.912108,Critical
2105,781325,26.4999166,91.1787222,Critical
11341,273164,27.44127,83.415546,Critical
10444,246149,29.752401,78.526903,Critical
3911,181101,32.586455,74.784907,Critical
12821,736135,26.17,89.44,Critical
10528,249193,30.7162443,78.4595644,Critical
14173,781125,26.09,91.54,Critical
10079,784154,26.6475131,92.7767266,Critical
17219,781371,26.4748888,91.2690833,Critical
19371,176304,32.53917,75.97073,Critical
5867,791113,27.253401,93.293558,Critical
2192,784147,26.4979772,91.922129,Critical
17231,784104,26.7169854,92.7630391,Critical
12289,607005,11.68,79.74,Critical
15903,176501,31.924416,75.927138,Critical
3915,181141,32.507674,74.964715,Critical
2045,783130,26.759976,92.759976,Critical
69,805125,24.64697,85.495167,Critical
2051,783336,26.50344,90.096874,Critical
14431,174307,31.596919,76.376362,Critical
17226,784190,26.5489307,92.0738647,Critical
19380,177205,31.501,76.5299167,Critical
19384,181152,32.710377,74.906262,Critical
19372,176304,32.53917,75.97073,Critical
18869,783385,26.5085833,90.5259167,Critical
14166,783381,26.480494,90.49507,Critical
16612,606907,11.7463,79.7463,Critical
3870,177110,31.809648,76.092536,Critical
8808,177043,31.782027,76.247416,Critical
10082,784001,26.7070425,92.7777184,Critical
10080,784026,26.7274886,92.8066761,Critical
3285,177301,31.6995,76.3534,Critical
10399,248158,30.48365,77.93591,Critical
2193,784147,26.4979772,91.922129,Critical
11088,247121,30.2571906,77.6232495,Critical
12919,737135,27.53,88.51,Critical
14195,784111,26.620828,92.7990149,Critical
3183,176309,32.46041,76.47402,Critical
17297,177041,31.693,76.3698,Critical
19385,181152,32.710377,74.906262,Critical
19146,262402,29.1494722,79.5163056,Critical
13623,263134,29.3319,79.2024,Critical
11001,262905,28.36,80.92,Critical
3912,181101,32.586455,74.784907,Critical
6799,144213,31.77,75.85,Critical
14329,177040,31.7046,76.3955,Critical
12944,733207,26.31,88.28,Critical
4135,504106,19.0527261,78.3280359,Critical
12820,736134,26.17,89.52,Critical
6138,757024,21.8744916,86.7142066,Critical
13451,611111,10.69,79.84,Critical
12275,608502,11.52,79.76,Critical
6262,758038,22.02256,85.4691466,Critical
11573,600062,13.129,80.078,Critical
9555,751030,20.262477,85.782045,Critical
11582,600048,12.868,80.047,Critical
14778,752002,19.8506849,85.8457236,Critical
5939,756045,21.3402977,86.6894915,Critical
11565,600052,13.189,80.112,Critical
11561,601203,13.3,80.217,Critical
11574,600062,13.129,80.078,Critical
17470,600053,13.104,80.115,Critical
5917,756042,21.381405,86.7184716,Critical
11562,601203,13.3,80.217,Critical
5934,756040,21.4190766,86.7590716,Critical
5942,756047,21.2482133,86.57598,Critical
645,524366,13.51387,79.951446,Critical
5918,756042,21.381405,86.7184716,Critical
14779,752002,19.8506849,85.8457236,Critical
12276,607805,11.62,79.78,Critical
2042,783131,25.582899,89.941671,Critical
3841,173030,30.5201945,77.2376414,Critical
19294,781018,26.1475,91.7430556,Critical
10441,262308,28.8118474,79.8604831,Critical
2990,135103,30.3683,77.4214,Critical
11089,247662,30.0995407,77.8245959,Critical
10429,244713,29.67,79.84,Critical
10914,262121,28.79542,79.769,Critical
2053,783360,26.451844,90.020988,Critical
11342,273304,27.301321,83.713272,Critical
10424,262401,29.2464966,79.1689623,Critical
10377,246443,30.306407,78.998195,Critical
5911,794005,25.402947,90.129638,Critical
19299,781010,26.16062,91.70948,Critical
9685,146001,31.533858,75.898984,Critical
10379,246444,30.190842,79.127714,Critical
6800,144210,31.67,75.79,Critical
16955,262405,28.9284444,79.7013333,Critical
10051,783361,26.4036944,90.2721944,Critical
3238,176061,32.120165,76.53677,Critical
16235,263138,30.13,79.22,Critical
10998,262907,28.25,80.92,Critical
5851,791122,27.9565558,93.8656481,Critical
1896,787026,27.42,94.43,Critical
10385,246469,30.200572,79.211822,Critical
3920,181202,32.803039,74.539766,Critical
14408,175045,31.49,77.0,Critical
3885,177211,31.6123576,76.1454028,Critical
10475,262501,29.622895,80.15625,Critical
3621,845451,27.1217166,84.4933757,Critical
16233,263145,29.028039,79.41307,Critical
3626,845306,27.1451708,84.6452965,Critical
3755,175102,31.99,77.02,Critical
17868,181204,32.8403333,74.4666667,Critical
2050,783372,26.364882,90.471798,Critical
13269,600021,13.118859,80.285155,Critical
11566,600049,13.107,80.176,Critical
12934,733202,25.45,88.77,Critical
13286,600076,13.11425,80.185167,Critical
9556,751012,20.2772778,85.8181667,Critical
12936,733129,25.67,88.33,Critical
16781,600013,13.11234,80.292283,Critical
17682,744101,11.66583333,92.74111111,Critical
12840,736159,26.05,89.33,Critical
12898,732138,25.4639,88.2976,Critical
12930,733210,26.016,88.01704,Critical
13704,744102,11.6658333,92.7411111,Critical
